sample_id,language,expected_primary,expected_direction,value,attained,constrained,presence,signed_score,text
security,EN,SECURITY,support,Universalism: concern,0.005505775334313512,0.0026149663608521223,0.005505775334313512,0.0028908089734613895,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Universalism: nature,0.003636069013737142,0.0008996757969725877,0.003636069013737142,0.0027363932167645544,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Universalism: tolerance,0.0016289041377604008,0.00047162386181298643,0.0016289041377604008,0.0011572802759474143,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
conformity,EN,CONFORMITY,support,Self-direction: thought,0.011754634324461222,0.0018838463195910058,0.011754634324461222,0.009870788004870215,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Self-direction: action,0.0025901184417307377,0.03917010501027107,0.03917010501027107,-0.036579986568540335,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Stimulation,0.00208437186665833,0.001082232571206987,0.00208437186665833,0.001002139295451343,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Hedonism,0.0020893443641918047,0.0005806864646729082,0.0020893443641918047,0.0015086578995188965,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Achievement,0.0004402860733015197,0.0019200434908270836,0.0019200434908270836,-0.001479757417525564,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Power: dominance,0.0010840277121003186,0.00865233208363255,0.00865233208363255,-0.007568304371532231,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Power: resources,0.008530491613782942,0.0019950061105191708,0.008530491613782942,0.0065354855032637715,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Face,0.0015059433644637465,0.0036361042293719947,0.0036361042293719947,-0.002130160864908248,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Security: personal,0.00193836705875583,0.0008574847985679905,0.00193836705875583,0.0010808822601878394,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Security: societal,0.027342739049345255,0.0013850497780367732,0.027342739049345255,0.02595768927130848,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Tradition,0.006234277194986741,0.0027793205808848143,0.006234277194986741,0.0034549566141019268,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Conformity: rules,0.9796340720994132,0.16051781674226126,0.9796340720994132,0.8191162553571519,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Conformity: interpersonal,0.04537756089121103,0.030971424033244453,0.04537756089121103,0.01440613685796658,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Humility,0.012036539847031236,0.5004552815516945,0.5004552815516945,-0.48841874170466326,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Benevolence: caring,0.0007547067555909356,0.004405150248203427,0.004405150248203427,-0.003650443492612491,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Benevolence: dependability,0.0029413161488870783,0.0016311831132043153,0.0029413161488870783,0.001310133035682763,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Universalism: concern,0.004514323857923349,0.00035872042644768953,0.004514323857923349,0.00415560343147566,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Universalism: nature,0.007547491695731878,0.01335635082796216,0.01335635082796216,-0.005808859132230282,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
conformity,EN,CONFORMITY,support,Universalism: tolerance,0.003637520596385002,0.0038755766581743956,0.0038755766581743956,-0.00023805606178939342,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy."
tradition,EN,TRADITION,support,Self-direction: thought,0.0452659884467721,0.001389572862535715,0.0452659884467721,0.04387641558423638,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Self-direction: action,0.007381910923868418,0.002444626297801733,0.007381910923868418,0.004937284626066685,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Stimulation,0.002966754138469696,0.0008764303056523204,0.002966754138469696,0.0020903238328173757,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Hedonism,0.0026891107804008895,0.0035536238768448434,0.0035536238768448434,-0.0008645130964439539,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Achievement,0.0005061790579929948,0.0012378868414089084,0.0012378868414089084,-0.0007317077834159136,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Power: dominance,0.002195212624168822,0.0007936325467502078,0.002195212624168822,0.001401580077418614,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Power: resources,0.02009601565077901,0.0008653483237139881,0.02009601565077901,0.01923066732706502,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Face,0.003893415560014546,0.0017853184544946998,0.003893415560014546,0.002108097105519846,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Security: personal,0.006137899472378194,0.0029244174947962165,0.006137899472378194,0.003213481977581978,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Security: societal,0.009586384985595942,0.0013588548172265291,0.009586384985595942,0.008227530168369412,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Tradition,0.9836568747247969,0.033163782209157944,0.9836568747247969,0.950493092515639,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Conformity: rules,0.024446590493122738,0.0030609821745504937,0.024446590493122738,0.021385608318572245,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Conformity: interpersonal,0.006208718405105174,0.0006320302782114595,0.006208718405105174,0.005576688126893714,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Humility,0.003389295015949756,0.5003640404902399,0.5003640404902399,-0.4969747454742901,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Benevolence: caring,0.007973186826954286,0.002455996291246265,0.007973186826954286,0.005517190535708021,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Benevolence: dependability,0.005399516085162759,0.0016455240256618708,0.005399516085162759,0.003753992059500888,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Universalism: concern,0.00929158569003145,0.0022330129286274314,0.00929158569003145,0.007058572761404019,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Universalism: nature,0.007919466006569564,0.008167689084075391,0.008167689084075391,-0.00024822307750582695,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
tradition,EN,TRADITION,support,Universalism: tolerance,0.013269428163766861,0.0030284898821264505,0.013269428163766861,0.01024093828164041,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.
anti_security,EN,SECURITY,oppose,Self-direction: thought,0.00735342619009316,0.005503231659531593,0.00735342619009316,0.0018501945305615664,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Self-direction: action,0.1183464452624321,0.002651077462360263,0.1183464452624321,0.11569536780007184,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Stimulation,0.010329844430088997,0.0007386206416413188,0.010329844430088997,0.009591223788447678,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Hedonism,0.0021276207241628852,0.0014941099410255751,0.0021276207241628852,0.0006335107831373101,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Achievement,0.005214517670018333,0.002182978903874755,0.005214517670018333,0.0030315387661435777,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Power: dominance,0.00104492563488228,0.001419565815012902,0.001419565815012902,-0.0003746401801306221,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Power: resources,0.00600791594479233,0.00307870889082551,0.00600791594479233,0.0029292070539668202,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Face,0.0021324750559870154,0.0017022925021592528,0.0021324750559870154,0.0004301825538277626,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Security: personal,0.010698658879846334,0.006312380622451505,0.010698658879846334,0.00438627825739483,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Security: societal,0.011073836358264089,0.015167568810284138,0.015167568810284138,-0.004093732452020049,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Tradition,0.0013159566636507711,0.003991631790995598,0.003991631790995598,-0.0026756751273448267,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Conformity: rules,0.00906883350883921,0.04637195418278377,0.04637195418278377,-0.037303120673944555,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Conformity: interpersonal,0.0019518793851602823,0.004323354999845227,0.004323354999845227,-0.002371475614684945,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Humility,0.0026234006509184837,0.5002819485089276,0.5002819485089276,-0.4976585478580091,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Benevolence: caring,0.0009220071175756555,0.0029587390599772334,0.0029587390599772334,-0.0020367319424015777,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Benevolence: dependability,0.0018107031549637518,0.0005118612170917913,0.0018107031549637518,0.0012988419378719604,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Universalism: concern,0.0037322208906213445,0.004671386850532144,0.004671386850532144,-0.0009391659599107998,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Universalism: nature,0.002397297212155536,0.0036767427809536457,0.0036767427809536457,-0.0012794455687981099,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_security,EN,SECURITY,oppose,Universalism: tolerance,0.00047878726036287844,0.0010879727778956294,0.0010879727778956294,-0.000609185517532751,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.
anti_benevolence,EN,BENEVOLENCE,oppose,Self-direction: thought,0.01225150073878467,0.0005647438714125504,0.01225150073878467,0.01168675686737212,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Self-direction: action,0.01579824462532997,0.01038767583668232,0.01579824462532997,0.005410568788647652,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Stimulation,0.0050915200263261795,0.001332064624875784,0.0050915200263261795,0.0037594554014503956,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Hedonism,0.0005607723557789411,0.002889046833540003,0.002889046833540003,-0.0023282744777610616,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Achievement,0.00012659699547969337,0.001874697976745665,0.001874697976745665,-0.0017481009812659717,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Power: dominance,0.0008543152528415834,0.004862587666139007,0.004862587666139007,-0.004008272413297423,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Power: resources,0.0004369370435597375,0.001148999435827136,0.001148999435827136,-0.0007120623922673985,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Face,0.006193479639478028,0.0012760151003021747,0.006193479639478028,0.004917464539175853,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Security: personal,0.055035012774169445,0.024357163347303867,0.055035012774169445,0.030677849426865578,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Security: societal,0.0076419912511482835,0.002537553897127509,0.0076419912511482835,0.005104437354020774,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Tradition,0.0012696057092398405,0.002173241227865219,0.002173241227865219,-0.0009036355186253786,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Conformity: rules,0.0003822107828455046,0.0031863649686177573,0.0031863649686177573,-0.0028041541857722527,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Conformity: interpersonal,0.020745359361171722,0.0031069093771899743,0.020745359361171722,0.017638449983981747,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Humility,0.013490834971889853,0.5005127534386702,0.5005127534386702,-0.48702191846678033,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Benevolence: caring,0.014331252314150333,0.03073891857638955,0.03073891857638955,-0.016407666262239218,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Benevolence: dependability,0.0028807506896555424,0.00142676813993603,0.0028807506896555424,0.0014539825497195125,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Universalism: concern,0.00732627542068561,0.021767490543425083,0.021767490543425083,-0.014441215122739473,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Universalism: nature,0.0036246536183170974,0.0030960256117396057,0.0036246536183170974,0.0005286280065774918,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_benevolence,EN,BENEVOLENCE,oppose,Universalism: tolerance,0.001329987309873104,0.0014990175259299576,0.0014990175259299576,-0.00016903021605685353,The vulnerable families should handle the disruption themselves; helping them would only slow the project.
anti_tradition,EN,TRADITION,oppose,Self-direction: thought,0.037239943630993366,0.0030354802341510854,0.037239943630993366,0.03420446339684228,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Self-direction: action,0.04295610263943672,0.00756710022687912,0.04295610263943672,0.0353890024125576,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Stimulation,0.00130175962112844,0.001586673315614462,0.001586673315614462,-0.000284913694486022,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Hedonism,0.0017395312897861006,0.0012076055281795561,0.0017395312897861006,0.0005319257616065445,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Achievement,0.0007506723548950894,0.00036967097548767924,0.0007506723548950894,0.00038100137940741017,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Power: dominance,0.002097606525889465,0.00097720204697301,0.002097606525889465,0.0011204044789164549,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Power: resources,0.004653717915061861,0.0008536138921044767,0.004653717915061861,0.0038001040229573846,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Face,0.0014534263755194843,0.0009614494774723426,0.0014534263755194843,0.0004919768980471417,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Security: personal,0.006722492398694158,0.0010704087132277589,0.006722492398694158,0.0056520836854663985,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Security: societal,0.002204353513661772,0.0004476117610465735,0.002204353513661772,0.0017567417526151985,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Tradition,0.5154833367892674,0.012066775932908058,0.5154833367892674,0.5034165608563593,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Conformity: rules,0.030349368850390118,0.0027233709503586096,0.030349368850390118,0.027625997900031507,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Conformity: interpersonal,0.006393418880179524,0.0009942739658678572,0.006393418880179524,0.005399144914311667,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Humility,0.0021804598509334028,0.5002894822973758,0.5002894822973758,-0.4981090224464424,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Benevolence: caring,0.01256581861525774,0.0020040638628415763,0.01256581861525774,0.010561754752416164,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Benevolence: dependability,0.001602045667823404,0.0028280590777285397,0.0028280590777285397,-0.0012260134099051356,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Universalism: concern,0.001890663018760582,0.0004031649950775318,0.001890663018760582,0.0014874980236830502,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Universalism: nature,0.0014239874144550413,0.004890317213721573,0.004890317213721573,-0.003466329799266532,Old rituals and inherited customs should not influence this decision at all.
anti_tradition,EN,TRADITION,oppose,Universalism: tolerance,0.011111619882285595,0.0034585659159347415,0.011111619882285595,0.0076530539663508534,Old rituals and inherited customs should not influence this decision at all.
anti_conformity,EN,CONFORMITY,oppose,Self-direction: thought,0.0021028881019447,0.0022268056636676192,0.0022268056636676192,-0.00012391756172291934,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Self-direction: action,0.0015265315305441618,0.006382720544934273,0.006382720544934273,-0.004856189014390111,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Stimulation,0.001175192417576909,0.0006592298741452396,0.001175192417576909,0.0005159625434316695,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Hedonism,0.0029856006481817792,0.0005455674545373768,0.0029856006481817792,0.0024400331936444025,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Achievement,0.00028365017247519324,0.0008870303281582892,0.0008870303281582892,-0.0006033801556830959,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Power: dominance,0.0007061434942962868,0.0008093620029588541,0.0008093620029588541,-0.00010321850866256723,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Power: resources,0.0018830598855856806,0.005667376331984997,0.005667376331984997,-0.003784316446399316,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Face,0.0016370676166843623,0.00951884314417839,0.00951884314417839,-0.007881775527494028,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Security: personal,0.0036004619323648512,0.0009378754960683485,0.0036004619323648512,0.0026625864362965026,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Security: societal,0.0012841149873565882,0.0005600224249064922,0.0012841149873565882,0.000724092562450096,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Tradition,0.0009080883076724907,0.003237480064854026,0.003237480064854026,-0.002329391757181535,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Conformity: rules,0.2477511763572693,0.5439258217811584,0.5439258217811584,-0.29617464542388916,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Conformity: interpersonal,0.005127493059262633,0.049061551690101624,0.049061551690101624,-0.04393405863083899,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Humility,0.0014458305668085814,0.5001743219036143,0.5001743219036143,-0.49872849133680575,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Benevolence: caring,0.0005442354692301403,0.0021369273599702865,0.0021369273599702865,-0.0015926918907401462,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Benevolence: dependability,0.0006473753213261565,0.0008004709525266662,0.0008004709525266662,-0.00015309563120050973,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Universalism: concern,0.00048282813319625956,0.0008420841186307371,0.0008420841186307371,-0.0003592559854344775,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Universalism: nature,0.0020427670096978545,0.004769519146066159,0.004769519146066159,-0.0027267521363683045,People should break the agreed rules whenever the rules make negotiation inconvenient.
anti_conformity,EN,CONFORMITY,oppose,Universalism: tolerance,0.001031905529089272,0.0036864736466668546,0.0036864736466668546,-0.0026545681175775826,People should break the agreed rules whenever the rules make negotiation inconvenient.
neutral_schedule,EN,NONE,neutral,Self-direction: thought,0.0005201065869187005,0.0001460074054193683,0.0005201065869187005,0.0003740991814993322,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Self-direction: action,0.0003842501319013536,0.0004403943894430995,0.0004403943894430995,-5.61442575417459e-05,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Stimulation,0.0002383247046964243,9.200676140608266e-05,0.0002383247046964243,0.00014631794329034165,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Hedonism,0.00029777286856967427,8.549290820762205e-05,0.00029777286856967427,0.0002122799603620522,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Achievement,0.000445273970918996,0.0003659688518382609,0.000445273970918996,7.930511908073513e-05,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Power: dominance,0.00018643317162059247,0.0004261234911003461,0.0004261234911003461,-0.0002396903194797536,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Power: resources,0.000591376083320938,0.0007621601689606905,0.0007621601689606905,-0.00017078408563975245,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Face,0.0008276678272522986,0.0008692263509146869,0.0008692263509146869,-4.1558523662388325e-05,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Security: personal,0.0016417470760643482,0.000381423548484842,0.0016417470760643482,0.0012603235275795062,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Security: societal,0.0002709380532905925,0.0002983214217238128,0.0002983214217238128,-2.7383368433220312e-05,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Tradition,0.000884605785055707,0.0003233914903830737,0.000884605785055707,0.0005612142946726333,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Conformity: rules,0.000682466682822754,0.000919811330580463,0.000919811330580463,-0.00023734464775770903,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Conformity: interpersonal,0.0008314678416354582,0.0013333001212837796,0.0013333001212837796,-0.0005018322796483214,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Humility,0.0007626335718668997,0.5000357563258149,0.5000357563258149,-0.499273122753948,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Benevolence: caring,0.0007731066822695236,0.00023400823920383118,0.0007731066822695236,0.0005390984430656924,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Benevolence: dependability,0.00040505462190291536,0.00013555029909184668,0.00040505462190291536,0.0002695043228110687,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Universalism: concern,0.0008106702686442684,0.0005216593126533553,0.0008106702686442684,0.0002890109559909131,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Universalism: nature,0.00097176234703511,0.0006706020940328017,0.00097176234703511,0.0003011602530023083,The meeting starts at three o'clock and the agenda has four items.
neutral_schedule,EN,NONE,neutral,Universalism: tolerance,0.0002015171485254541,0.0006362748536048457,0.0006362748536048457,-0.0004347577050793916,The meeting starts at three o'clock and the agenda has four items.
